Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     707/1021        .__ext_ncd_support_routines_NMOD_transpose [431]
-----------------------------------------------
                0.00    0.00       1/307         .__module_domain_NMOD_domain_setgmtetc [307]
                0.00    0.00       1/307         .__module_integrate_NMOD_integrate [3]
                0.00    0.00       1/307         .setup_timekeeping [309]
                0.00    0.00       4/307         .output_wrf [139]
                0.00    0.00     300/307         .__module_domain_NMOD_domain_clockadvance [281]
[290]    0.0    0.00    0.00     307         .__module_domain_NMOD_domain_clockprint [290]
                0.00    0.00     307/307         .wrf_clockprint [291]
-----------------------------------------------
                0.00    0.00     307/307         .__module_domain_NMOD_domain_clockprint [290]
[291]    0.0    0.00    0.00     307         .wrf_clockprint [291]
                0.00    0.00     307/29168       .get_wrf_debug_level [252]
-----------------------------------------------
                0.00    0.00       2/8241        .__ext_ncd_support_routines_NMOD_gettimeindex [358]
                0.00    0.00       2/8241        .ext_ncd_open_for_write_commit [360]
                0.00    0.00       2/8241        .ext_ncd_iosync [359]
                0.00    0.00       4/8241        .ext_ncd_ioclose [357]
                0.00    0.00       8/8241        .ext_ncd_open_for_write_begin [356]
                0.00    0.00      14/8241        .ext_ncd_get_dom_ti_char [355]
                0.00    0.00      27/8241        .ext_ncd_intfieldio [354]
                0.00    0.00      30/8241        .ext_ncd_put_dom_ti_char [352]
                0.00    0.00      40/8241        .ext_ncd_get_var_td_char [350]
                0.00    0.00      76/8241        .ext_ncd_get_dom_ti_integer [317]
                0.00    0.00      86/8241        .ext_ncd_get_dom_ti_real [316]
                0.00    0.00     102/8241        .ext_ncd_put_dom_ti_real [335]
                0.00    0.00     348/8241        .ext_ncd_put_dom_ti_integer [328]
                0.00    0.00     412/8241        .ext_ncd_open_for_read_begin [326]
                0.00    0.00     958/8241        .ext_ncd_write_field [310]
                0.00    0.00     994/8241        .ext_ncd_realfieldio [314]
                0.00    0.00    1148/8241        .ext_ncd_put_var_ti_char [312]
                0.00    0.00    3988/8241        .ext_ncd_read_field [289]
[292]    0.0    0.00    0.00    8241         .__ext_ncd_support_routines_NMOD_netcdf_err [292]
                0.00    0.00     177/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00       2/152         .start_domain_em [103]
                0.00    0.00     150/152         .solve_em [6]
[293]    0.0    0.00    0.00     152         .__module_comm_dm_NMOD_period_bdy_em_moist_sub [293]
                0.00    0.00     152/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00       2/152         .start_domain_em [103]
                0.00    0.00     150/152         .solve_em [6]
[294]    0.0    0.00    0.00     152         .__module_comm_dm_NMOD_period_bdy_em_scalar_sub [294]
                0.00    0.00     152/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     151/151         .__module_integrate_NMOD_integrate [3]
[295]    0.0    0.00    0.00     151         .__module_domain_NMOD_domain_clockisstopsubtime [295]
                0.00    0.00     151/29846       .__module_domain_NMOD_domain_clock_get <cycle 1> [260]
                0.00    0.00     151/302         .__esmf_timeintervalmod_NMOD_esmf_timeintervalispositive [457]
                0.00    0.00     151/307         .__esmf_timemod_NMOD_esmf_timege [453]
-----------------------------------------------
                0.00    0.00     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[296]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_a1_sub [296]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     150/150         .solve_em [6]
[297]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_chem_old_sub [297]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     150/150         .solve_em [6]
[298]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_d3_sub [298]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     150/150         .solve_em [6]
[299]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_moist_old_sub [299]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     150/150         .__module_first_rk_step_part2_NMOD_first_rk_step_part2 [16]
[300]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_phy_bc_sub [300]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     150/150         .solve_em [6]
[301]    0.0    0.00    0.00     150         .__module_comm_dm_NMOD_period_bdy_em_scalar_old_sub [301]
                0.00    0.00     150/29846       .wrf_debug <cycle 1> [254]
-----------------------------------------------
                0.00    0.00     120/120         .output_wrf [139]
[302]    0.0    0.00    0.00     120         .__module_io_NMOD_wrf_put_dom_ti_integer_arr [302]
                0.00    0.00     120/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     360/6958        .multi_files [393]
                0.00    0.00     120/3719        .__module_io_NMOD_get_handle [404]
                0.00    0.00     120/2233        .use_output_servers [417]
                0.00    0.00     120/4366        .use_package [398]
                0.00    0.00     120/6308        .wrf_dm_on_monitor [394]
                0.00    0.00     120/3507        .wrf_dm_bcast_bytes [407]
-----------------------------------------------
                0.00    0.00     112/112         .output_wrf [139]
[303]    0.0    0.00    0.00     112         .__module_io_NMOD_wrf_put_dom_ti_integer_sca [303]
                0.00    0.00     112/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     336/6958        .multi_files [393]
                0.00    0.00     112/3719        .__module_io_NMOD_get_handle [404]
                0.00    0.00     112/2233        .use_output_servers [417]
                0.00    0.00     112/4366        .use_package [398]
                0.00    0.00     112/6308        .wrf_dm_on_monitor [394]
                0.00    0.00     112/3507        .wrf_dm_bcast_bytes [407]
-----------------------------------------------
                0.00    0.00      14/14          .start_domain_em [103]
[304]    0.0    0.00    0.00      14         .*__module_bc_NMOD_set_physical_bc2d_stub_in_start_domain_em [304]
                0.00    0.00      14/6914        .__module_bc_NMOD_set_physical_bc2d [227]
-----------------------------------------------
                0.00    0.00      56/56          .output_wrf [139]
[305]    0.0    0.00    0.00      56         .__module_io_NMOD_wrf_put_dom_ti_real_sca [305]
                0.00    0.00      56/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     168/6958        .multi_files [393]
                0.00    0.00      56/3719        .__module_io_NMOD_get_handle [404]
                0.00    0.00      56/2233        .use_output_servers [417]
                0.00    0.00      56/4366        .use_package [398]
                0.00    0.00      56/6308        .wrf_dm_on_monitor [394]
                0.00    0.00      56/3507        .wrf_dm_bcast_bytes [407]
-----------------------------------------------
                0.00    0.00      49/49          .input_wrf [160]
[306]    0.0    0.00    0.00      49         .__module_io_NMOD_wrf_get_dom_ti_real_sca [306]
                0.00    0.00      49/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     147/6958        .multi_files [393]
                0.00    0.00     147/3507        .wrf_dm_bcast_bytes [407]
                0.00    0.00      49/3719        .__module_io_NMOD_get_handle [404]
                0.00    0.00      49/2233        .use_output_servers [417]
                0.00    0.00      49/4366        .use_package [398]
                0.00    0.00      49/6308        .wrf_dm_on_monitor [394]
-----------------------------------------------
                0.00    0.00       1/1           .start_domain_em [103]
[307]    0.0    0.00    0.00       1         .__module_domain_NMOD_domain_setgmtetc [307]
                0.00    0.00       1/462         .__esmf_timemod_NMOD_esmf_timeget [251]
                0.00    0.00       3/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00       1/29846       .__module_domain_NMOD_domain_clock_get <cycle 1> [260]
                0.00    0.00       1/1           .__module_domain_NMOD_domain_clockissimstarttime [346]
                0.00    0.00       1/307         .__module_domain_NMOD_domain_clockprint [290]
-----------------------------------------------
                0.00    0.00      44/44          .input_wrf [160]
[308]    0.0    0.00    0.00      44         .__module_io_NMOD_wrf_get_dom_ti_integer_sca [308]
                0.00    0.00      44/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00     132/6958        .multi_files [393]
                0.00    0.00     132/3507        .wrf_dm_bcast_bytes [407]
                0.00    0.00      44/3719        .__module_io_NMOD_get_handle [404]
                0.00    0.00      44/2233        .use_output_servers [417]
                0.00    0.00      44/4366        .use_package [398]
                0.00    0.00      44/6308        .wrf_dm_on_monitor [394]
-----------------------------------------------
                0.00    0.00       1/1           .__module_wrf_top_NMOD_wrf_init [90]
[309]    0.0    0.00    0.00       1         .setup_timekeeping [309]
                0.00    0.00      27/27          .__module_domain_NMOD_domain_alarm_create [311]
                0.00    0.00       3/29846       .wrf_debug <cycle 1> [254]
                0.00    0.00       2/29846       .__module_domain_NMOD_domain_clock_get <cycle 1> [260]
                0.00    0.00       1/307         .__module_domain_NMOD_domain_clockprint [290]
                0.00    0.00      73/73          .__esmf_timeintervalmod_NMOD_esmf_timeintervalsum [513]
                0.00    0.00      23/23          .__esmf_timeintervalmod_NMOD_esmf_timeintervaleq [525]
                0.00    0.00      22/22          .__esmf_timeintervalmod_NMOD_esmf_timeintervalne [527]
                0.00    0.00      13/182         .wrf_check_error [467]
                0.00    0.00       8/914         .__esmf_timeintervalmod_NMOD_esmf_timeintervalset [432]
